category,id,prompt_en,type,prompt_length,class
Text_Rendering,120,"A Lufthansa aircraft, painted in classic white and blue livery, ascends from the runway with its wheels retracting. The plane's tail showcases the Lufthansa logo, while a misty forest and grey sky blur in the background, emphasizing the motion of takeoff.",NP,middle,natural-scene text
Text_Rendering,121,"A sepia-toned interior reveals a vintage desk setup: an old monitor, a ceramic vase, and a softly glowing lamp. Scrawled alphabet letters float across the scene, while the computer screen displays: ""Compile: To piece together with care."" The mood is nostalgic and warm.",NP,middle,natural-scene text
Text_Rendering,122,"Set against a vibrant blue sky, a green wooden post supports two white street signs: ""RIDERS PATH"" on the left and ""STALLION ROAD"" on the right, each with a horse emblem. Below them, a bright red stop sign commands attention, while lush trees and a faint airplane trail complete the serene countryside backdrop.",NP,middle,natural-scene text
Text_Rendering,123,"At sunset, a narrow cobblestone street winds through a quiet village, where a lantern hangs above a bakery door displaying ""Warm Bread Daily"", and a nearby fountain has a plaque that reads ""Since 1852"".",NP,middle,natural-scene text
Text_Rendering,124,"Beneath tall pine trees along a misty forest trail, a wooden signpost points in two directions, one labeled ""Whispering Creek"" and the other ""Summit Path"", while a carved stone at the trailhead says ""Take Only Memories"".",NP,middle,natural-scene text
Text_Rendering,125,"A bustling airport terminal filled with travelers rushing past digital screens, where a large display flashes ""Gate 18 - Final Call"", and a small cafe counter nearby has a chalkboard sign reading ""Fresh Coffee Before You Fly"".",NP,middle,natural-scene text
Text_Rendering,126,"Along a windy seaside pier, fishing nets hang from wooden posts, with a weathered sign reading ""Harbor's End"" swaying gently, while a seagull perches on a crate marked ""Catch of the Day"".",NP,middle,natural-scene text
Text_Rendering,127,"In a lively urban plaza surrounded by street performers and market stalls, a banner stretched between two lampposts announces ""Summer Festival"", while a food cart displays a handwritten note saying ""Best Lemonade in Town"".",NP,middle,natural-scene text
Text_Rendering,128,"Under a golden sunset sky, a cobblestone street winds through a quaint village square. A wrought-iron lamp post holds two vintage signs: the top, a faded brown plaque reading ""mathematicsRKET SQUARE,"" and beneath it, a green sign pointing toward ""RIVERSIDE WALK."" ",NP,middle,natural-scene text
Text_Rendering,129,"Framed by towering pine trees and a clear blue lake in the background, a weathered wooden dock stretches into calm waters. At the dock's entrance, a hand-painted sign reads ""BOAT RENTALS"" in cheerful yellow letters. Canoes and paddleboards are neatly lined up, while a lone duck glides across the shimmering surface under the midday sun.",NP,middle,natural-scene text
Text_Rendering,130,"On a bustling city street corner, beneath strings of festive lights, a red and white striped awning shades a flower cart overflowing with colorful blooms. A chalkboard sign propped beside it reads ""FRESH TULIPS - 5 FOR $10."" ",NP,middle,natural-scene text
Text_Rendering,131,"A winding countryside road curves past rolling green hills dotted with grazing sheep. A rustic wooden fence lines the roadside, where a weathered signpost stands with arrows pointing toward ""OLD MILL 2km"" and ""VILLAGE INN 5km."" Overhead, fluffy white clouds drift lazily across the bright spring sky, while wildflowers sway in the breeze.",NP,middle,natural-scene text
Text_Rendering,132,"In a cozy bookshop nestled between two stone buildings, a large bay window displays stacks of vintage books and a small sign that reads ""RARE FINDS INSIDE."" A black cat lounges on the windowsill, basking in the afternoon light. Above the door, a hanging wooden plaque carved with ""CHAPTERS & CHARMS"" sways gently as customers enter, welcomed by the scent of old pages and fresh coffee.",NP,long,natural-scene text
Text_Rendering,133,"At a quiet seaside promenade, a pastel-painted bicycle leans against a white railing overlooking the ocean waves. Attached to the basket, a wooden tag reads ""COASTAL CRUISES."" Nearby, a blue signpost directs visitors to ""LIGHTHOUSE VIEWPOINT"" and ""SHELL BEACH.""",NP,middle,natural-scene text
Text_Rendering,134,"In a futuristic city plaza illuminated by holographic billboards, a sleek electric scooter docks beside a glowing blue terminal displaying ""CHARGE COMPLETE."" Above, a transparent skybridge connects two glass skyscrapers, while pedestrians in smart attire pass beneath digital signs flashing ""ECO ZONE - NO EMISSIONS."" The evening sky transitions from deep indigo to neon reflections.",NP,middle,natural-scene text
Text_Rendering,135,"Deep within an autumn forest, a narrow trail covered in golden leaves leads to a wooden archway marked ""WHISPERING PINES RETREAT."" Lanterns hang from tree branches, casting a soft glow as twilight approaches. A nearby sign carved into stone reads ""SILENCE BEYOND THIS POINT,"" inviting visitors into a serene world of rustling leaves and distant owl calls.",NP,middle,natural-scene text
Text_Rendering,136,"At a bustling airport terminal, passengers wheel suitcases past a large digital board displaying ""FLIGHT 726 TO TOKYO - NOW BOARDING."" Overhead, glass ceilings flood the space with natural light, while a nearby sign points toward ""GATES A1-A20"" and ""LOUNGE AREA."" A barista serves coffee beneath a glowing ""TAKE OFF CAFE"" sign, fueling early morning travelers.",NP,middle,natural-scene text
Text_Rendering,137,"Outside a busy metro station entrance marked ""LINE 3 - CENTRAL SQUARE,"" commuters stream through glass doors beneath a modern canopy. A glowing blue sign indicates ""NEXT TRAIN: 2 MINUTES."" Street performers play lively tunes near a flower vendor, while cyclists park their bikes beside a rack labeled ""CITY BIKE SHARE.""",NP,middle,natural-scene text
Text_Rendering,138,"At a sunlit city plaza surrounded by towering office buildings, a large fountain sparkles as children play nearby. A bronze plaque reads ""LIBERTY SQUARE - EST. 1924."" Food trucks line the edge, each with colorful chalkboard menus offering ""GOURMET TACOS"" and ""FRESH LEMONADE."" Office workers relax on benches beneath blooming trees during their lunch break.",NP,middle,natural-scene text
Text_Rendering,139,"A hand-painted sign above the counter reads ""CHAPTER ONE BOOKS."" Sunlight filters through stained glass windows, casting colorful patterns on the hardwood floor. A small chalkboard announces ""AUTHOR READING - 6PM TONIGHT.""",NP,middle,natural-scene text
Text_Rendering,140,"At a vibrant open-air market, striped awnings shade stalls bursting with fresh produce, handmade crafts, and fragrant spices. A wooden sign overhead reads ""RIVERSIDE mathematicsRKET - SATURDAYS ONLY."" Shoppers weave through the crowd, stopping at a booth where a vendor offers samples beneath a banner that says ""ARTISAN CHEESE.""",NP,middle,natural-scene text
Text_Rendering,141,"A row of blue buses idles beneath a metal canopy marked ""GATE 12 - INTERCITY EXPRESS"" at a busy bus terminal. An LED screen scrolls ""NEXT DEPARTURE: 15:30."" Travelers sip coffee from paper cups, while a nearby newsstand labeled ""CITY NEWS"" displays headlines and postcards of local landmarks.",NP,middle,natural-scene text
Text_Rendering,142,"There exists a wrought-iron arch bears the name ""WILLOW GARDENS"" at a city park entrance. Joggers pass by a map display labeled ""YOU ARE HERE,"" while families rent paddle boats at a nearby kiosk. Street lamps line the cobblestone path, and a signpost points toward ""PLAYGROUND,"" ""ROSE GARDEN,"" and ""LAKE VIEW.""",NP,middle,natural-scene text
Text_Rendering,143,"In front of a cinema with a glowing marquee that reads ""NOW SHOWING: CLASSIC FILM FESTIVAL,"" couples and friends gather beneath the soft glow of retro bulbs. The ticket booth window displays a sign saying ""ADULTS $5 - POPCORN INCLUDED."" Movie posters framed in glass cases line the entrance, while the aroma of buttered popcorn drifts through the air. A red carpet leads into the art deco lobby, where a neon sign inside flashes ""THEATER 1 - STARTS AT 7:00 PM.""",NP,long,natural-scene text
Text_Rendering,144,"Under the bright floodlights of a neighborhood basketball court, players in colorful jerseys compete as dusk settles into night. A worn scoreboard displays ""HOME 42 - GUEST 39,"" while spectators lean against a chain-link fence, cheering with enthusiasm. Nearby, a wooden bench holds water bottles beneath a sign that reads ""COMMUNITY COURT - OPEN UNTIL 10 PM."" The sound of sneakers squeaking and the rhythmic bounce of the ball echo through the cool evening air.",NP,long,natural-scene text
Text_Rendering,145,"Showcase a sleek tri-fold brochure crafted for a tech startup, emphasizing a clean blue and white aesthetic with modern geometric accents. The front panel highlights the company name ""NovaTech Solutions"", paired with the slogan ""Innovate Beyond Limits"", while the inner layout introduces services under ""Get Connected"".",NP,middle,artistic renderings
Text_Rendering,146,"For a dynamic fitness campaign, design a bold single-page flyer featuring energetic visuals and striking red accents. Position ""PowerGym"" prominently at the top, motivate readers with ""Join Today"", and conclude with a special offer ""First Month Free"" to attract new members.",NP,middle,artistic renderings
Text_Rendering,147,"Capture elegance in a minimalist brochure for a real estate agency, using spacious layouts, neutral tones, and high-quality property images. Place ""Skyline Realty"" as the headline, inspire trust with ""Your Dream Home Awaits"", and guide clients with a clear ""Contact Us"" section.",NP,middle,artistic renderings
Text_Rendering,148,"Introduce a cozy, pastel-themed bi-fold flyer for a bakery, decorated with hand-drawn illustrations and soft textures. Feature ""Sweet Moments Bakery"" on the cover, highlight daily offerings with ""Freshly Baked Daily"", and add a charming note ""Since 1998"" inside.",NP,middle,artistic renderings
Text_Rendering,149,"Present a corporate brochure concept for a consulting firm, utilizing a professional navy and grey palette with structured grids. Display ""Vertex Consulting"" as the main title, underline expertise with ""Strategic Solutions for Growth"", and organize key points under ""Our Services"".",NP,middle,artistic renderings
Text_Rendering,150,"Promote a vibrant summer music festival through a colorful event flyer filled with playful shapes and gradient backgrounds. Emphasize ""SunBeat Festival 2024"", complement with ""Live Music & Food Trucks"", and encourage action with ""Tickets Available Now"".",NP,middle,artistic renderings
Text_Rendering,151,"Deliver a calming healthcare brochure design for a medical clinic, applying green and white tones with clean icons and clear sections. Showcase ""HealthyLife Center"", reassure patients with ""Care You Can Trust"", and provide booking details under ""Book an Appointment"".",NP,middle,artistic renderings
Text_Rendering,152,"Inspire wanderlust with a travel agency flyer that features full-width exotic destination images and elegant gold accents. Title it ""Wanderlust Travels"", entice clients with ""Discover the World"", and highlight a promotion ""Save 20% This Month"".",NP,middle,artistic renderings
Text_Rendering,153,"Promote sustainability through an eco-friendly product brochure designed with earthy tones and leaf motifs. Place ""EcoPure Products"" on the cover, communicate values with ""Sustainable Choices for a Better Tomorrow"", and certify products with ""100% Recyclable"".",NP,middle,artistic renderings
Text_Rendering,154,"Encourage language learning with a clean, icon-enhanced flyer for a language school, accented by flag symbols and modern typography. Feature ""GlobalLingua Academy"", motivate with ""Learn a New Language Today"", and prompt immediate action with ""Enroll Now"".",NP,middle,artistic renderings
Text_Rendering,155,"Highlight a minimalist business card concept with a white background and subtle grey typography. Center the name ""Alice Chen"", add ""Graphic Designer"", place a phone number ""+1 234 567 8901"", and include a website link ""www.alicecreative.com"" at the bottom.",NP,middle,artistic renderings
Text_Rendering,156,"For a luxury brand consultant, craft a vertical business card using black matte with gold foil accents. Feature the initials ""JL"", followed by ""James Liu | Brand Strategist"", include ""contact@jlbrand.com"", and a phone number ""+86 138 0000 0000"".",NP,middle,artistic renderings
Text_Rendering,157,"Present a modern, double-sided business card for a tech startup with bold blue tones. The front displays ""InnoTech"", while the back lists ""Michael Zhang"", ""Product Manager"", ""michael@innotech.io"", and ""www.innotech.io"".",NP,short,artistic renderings
Text_Rendering,158,"Introduce a playful business card design for a children's book illustrator, using pastel colors. Show ""Sophie Wu"", ""Illustrator"", a tagline ""Bringing Stories to Life"", and contact info ""sophie.art@gmail.com"".",NP,short,artistic renderings
Text_Rendering,159,"Capture elegance with a horizontal business card for a law firm in deep navy tones. Display ""Li & Partners"", ""David Li | Senior Attorney"", ""+1 555 987 6543"", and ""www.lipartnerslaw.com"".",NP,short,artistic renderings
Text_Rendering,160,"Design a creative square business card for a freelance photographer, featuring a monochrome palette and a camera icon watermark. Highlight ""Emma Zhao"", add ""Visual Storyteller"", include ""hello@emmazhao.com"", and phone ""+44 7700 900123"".",NP,middle,artistic renderings
Text_Rendering,161,"Feature a transparent plastic business card for a modern architecture firm, using sleek lines and minimal text. Include the firm's name ""ArchiForm"", the architect's name ""Kevin Sun"", title ""Lead Designer"", and website ""www.archiformdesign.com"".",NP,middle,artistic renderings
Text_Rendering,162,"Deliver a rustic-themed business card for an organic farm, using kraft paper texture and green accents. Display ""GreenFields Farm"", the owner's name ""Lily Wang"", phone number ""+1 800 123 4567"", and email ""info@greenfields.com"".",NP,middle,artistic renderings
Text_Rendering,163,"Showcase a vibrant business card for a digital marketing agency with gradient backgrounds and bold typography. Place ""BrightIdeas Media"", contact person ""Jason Yu | Marketing Specialist"", website ""www.brightideas.com"", and phone ""+1 222 333 4444"".",NP,middle,artistic renderings
Text_Rendering,164,"For a boutique fashion designer, create an elegant card with blush tones and cursive fonts. Feature ""Clara Lin Couture"", subtitle ""Bespoke Designs"", contact ""info@claralin.com"", and phone ""+86 139 8888 8888"".",NP,short,artistic renderings
Text_Rendering,165,"Incorporate a sleek geometric icon into a modern logo for a tech company. Feature the brand name ""NexaCore"", add the tagline ""Future. Simplified."", and include the text ""Est. 2022"" beneath the design.",NP,middle,artistic renderings
Text_Rendering,166,"Design a minimalist logo using a single-line drawing of a leaf for an eco-friendly brand. Place the name ""GreenPath"" below the icon and add a subtle tagline ""Sustainable Living"".",NP,short,artistic renderings
Text_Rendering,167,"For a boutique coffee shop, create a vintage-style logo with a circular badge layout. Include ""Brew & Co."", the phrase ""Artisan Coffee"", and the year ""Since 2015"".",NP,short,artistic renderings
Text_Rendering,168,"Showcase an elegant monogram logo for a luxury fashion brand, combining the initials ""CL"" in serif font, with the full name ""Clara Luxe"" beneath and a small text ""Paris"".",NP,short,artistic renderings
Text_Rendering,169,"Craft a playful, hand-drawn logo for a children's toy store, using bright colors and soft shapes. Feature the brand name ""HappyLand"", and add a cheerful tagline ""Where Fun Begins!"".",NP,short,artistic renderings
Text_Rendering,170,"Introduce a bold, typographic logo for a digital marketing agency, focusing on clean sans-serif letters. Display ""BrightEdge"", followed by ""Digital Solutions"", and a minimal ""Est. 2020"".",NP,short,artistic renderings
Text_Rendering,171,"Create a rustic logo for an organic farm, using earthy tones and a barn silhouette. Include the text ""Willow Creek Farm"", a tagline ""Fresh from Nature"", and ""Est. 1998"".",NP,short,artistic renderings
Text_Rendering,172,"Feature a modern abstract symbol in a logo for a finance consultancy. Position the firm's name ""Summit Advisors"", with a discrete tagline ""Guiding Your Growth"".",NP,short,artistic renderings
Text_Rendering,173,"Develop a dynamic logo for a fitness brand, incorporating motion lines and bold typography. Highlight ""PulseFit"", add ""Strength & Wellness"", and the year ""Since 2010"".",NP,short,artistic renderings
Text_Rendering,174,"For an educational platform, design a clean logo with a book icon and soft blue palette. Include ""LearnSphere"", the tagline ""Knowledge Made Easy"", and a small ""Est. 2021"".",NP,short,artistic renderings
Text_Rendering,175,"Feature abstract watercolor patterns for a self-help book cover. Center the title ""The Art of Calm"", place the author's name ""Lily Chen"" at the bottom, and add a subtle subtitle ""Finding Peace in a Busy World"".",NP,middle,artistic renderings
Text_Rendering,176,"For a business report cover, apply a clean, corporate layout with navy and grey tones. Display the title ""Annual Financial Review 2024"", include the company name ""Vertex Corp"", and add ""Confidential"" in the corner.",NP,middle,artistic renderings
Text_Rendering,177,"Showcase bold typography and monochrome photography for a fashion magazine cover. Highlight the masthead ""STYLE Monthly"", feature the headline ""Spring Trends 2024"", and include a tagline ""Where Elegance Meets Edge"".",NP,short,artistic renderings
Text_Rendering,178,"Introduce a minimalist album cover for an indie band, using pastel gradients and a simple icon. Place the band name ""Echo Waves"", the album title ""Lost in Sound"", and the release year ""2024"".",NP,middle,artistic renderings
Text_Rendering,179,"Capture mystery with dark tones and a foggy forest image for a thriller novel cover. Title it ""Whispers in the Shadows"", add the author's name ""James Wu"", and include ""A Gripping Suspense Story"" as a subtitle.",NP,middle,artistic renderings
Text_Rendering,180,"Design a vibrant cover for a travel guidebook, featuring scenic landscapes and bold colors. Display ""Explore Japan"" prominently, include ""Top Destinations & Hidden Gems"", and the publisher name ""Wanderlust Guides"".",NP,short,artistic renderings
Text_Rendering,181,"Present a geometric pattern-based cover for a technology whitepaper. Place the title ""AI Innovations 2025"", the company logo ""TechNova"", and a footer text ""Shaping the Future of Automation"".",NP,short,artistic renderings
Text_Rendering,182,"Deliver a playful, illustrated cover for a children's storybook, with bright colors and cartoon animals. Title it ""Adventures in Sunny Meadow"", add ""By Sophie Zhang"", and a tagline ""A Tale of Friendship"".",NP,middle,artistic renderings
Text_Rendering,183,"Apply a sleek, modern layout for a digital marketing eBook cover, using gradient backgrounds and iconography. Display ""Mastering Social Media"", author ""Jason Lee"", and ""2024 Edition"".",NP,short,artistic renderings
Text_Rendering,184,"For a classical music album, create an elegant cover with gold accents and a violin silhouette. Include the artist's name ""Clara Liu"", album title ""Strings of Serenity"", and a small text ""Recorded Live in Vienna"".",NP,middle,artistic renderings
Text_Rendering,185,"Paint a dynamic graffiti artwork where the word ""Freedom"" bursts with bold lines and neon spray textures on a weathered brick wall.",NP,short,graffiti-style text
Text_Rendering,186,"How about creating street art featuring ""Feel the Urban Vibes, Live the City Beat"" in vibrant colors and dripping paint effects, set against a subway train covered in layered tags?",NP,short,graffiti-style text
Text_Rendering,187,"Design a graffiti piece showcasing the word ""Rebel"" with sharp angles, colorful patterns, and splatter effects on an old concrete alley wall.",NP,short,graffiti-style text
Text_Rendering,188,"Let's imagine a graffiti mural where ""Dream Big"" is written in playful bubble letters, filled with rainbow gradients, framed by a city rooftop background.",NP,short,graffiti-style text
Text_Rendering,189,"Try crafting a bold street art design spelling ""No Limits, No Rules — Just Pure Expression"" using thick outlines, vivid spray textures, and abstract shapes on a metal garage door.",NP,short,graffiti-style text
Text_Rendering,190,"Please depict the phrase ""Stay Wild, Stay Free, Let the Streets Tell Your Story"" in wildstyle graffiti, blending electric blues and fiery reds, set along an urban underpass wall.",NP,short,graffiti-style text
Text_Rendering,191,"You can illustrate ""Hope Rising"" with soft pastel sprays mixed with sharp black lines, appearing on a cracked, abandoned building facade.",NP,short,graffiti-style text
Text_Rendering,192,"Generate a graffiti tag of ""Street Soul"", combining geometric patterns and bright neon hues, painted across a graffiti-filled skatepark ramp.",NP,short,graffiti-style text
Text_Rendering,193,"Showcase a graffiti-style artwork where ""Echo"" fades into swirling spray paint clouds, layered over a grungy warehouse wall.",NP,short,graffiti-style text
Text_Rendering,194,"Could you think about bringing to life a colorful graffiti piece spelling ""Pulse"", using dynamic motion lines and splash effects, placed on a subway tunnel entrance?",NP,short,graffiti-style text
Text_Rendering,195,"Generate the first page of the paper from the following information: Title: Denoising Diffusion Probabilistic Models\nAuthor list: Jonathan Ho, Ajay Jain, Pieter Abbeel\nAbstract: We present high quality image synthesis results using diffusion probabilistic models, a class of latent variable models inspired by considerations from nonequilibrium thermodynamics. Our best results are obtained by training on a weighted variational bound designed according to a novel connection between diffusion probabilistic models and denoising score matching with Langevin dynamics, and our models naturally admit a progressive lossy decompression scheme that can be interpreted as a generalization of autoregressive decoding. On the unconditional CIFAR10 dataset, we obtain an Inception score of 9.46 and a state-of-the-art FID score of 3.17. On $256 \times 256$ LSUN, we obtain sample quality similar to ProgressiveGAN. Our implementation is available at https://github.com/hojonathanho/diffusion.\n 1.Introduction \nDeep generative models of all kinds have recently exhibited high quality samples in a wide variety of data modalities. Generative adversarial networks (GANs), autoregressive models, flows, and variational autoencoders (VAEs) have synthesized striking image and audio samples [14, 27, 3, $58,38,25,10,32,44,57,26,33,45]$, and there have been remarkable advances in energy-based modeling and score matching that have produced images comparable to those of GANs $[11,55]$.",NP,long,long text rendering
Text_Rendering,196,"Generate the first page of the paper from the following information: Title: Deep Residual Learning for Image Recognition\nAuthor list: Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Su\nAbstract: Deeper neural networks are more difficult to train. We present a residual learning framework to ease the training of networks that are substantially deeper than those used previously. We explicitly reformulate the layers as learning residual functions with reference to the layer inputs, instead of learning unreferenced functions. We provide comprehensive empirical evidence showing that these residual networks are easier to optimize, and can gain accuracy from considerably increased depth. On the ImageNet dataset we evaluate residual nets with a depth of up to 152 layers- $8 \times$ deeper than VGG nets [41] but still having lower complexity. An ensemble of these residual nets achieves $3.57 %$ error on the ImageNet test set. This result won the 1st place on the ILSVRC 2015 classification task. We also present analysis on CIFAR-10 with 100 and 1000 layers. The depth of representations is of central importance for many visual recognition tasks. Solely due to our extremely deep representations, we obtain a $28 %$ relative improvement on the COCO object detection dataset.",NP,long,long text rendering
Text_Rendering,197,"Generate the first page of the paper from the following information: Title: Densely Connected Convolutional Networks\nAuthor List: Gao Huang, Zhuang Liu, Laurens van der Maaten, Kilian Q. Weinberger\nAbstract: Recent work has shown that convolutional networks can be substantially deeper, more accurate, and efficient to train if they contain shorter connections between layers close to the input and those close to the output. In this paper, we embrace this observation and introduce the Dense Convolutional Network, which connects each layer to every other layer in a feed-forward fashion. Whereas traditional convolutional networks with $L$ layers have $L$ connections-one between each layer and its subsequent layer-our network has $\frac{L(L+1)}{2}$ direct connections. For each layer, the feature-maps of all preceding layers are used as inputs, and its own feature-maps are used as inputs into all subsequent layers. DenseNets have several compelling advantages: they alleviate the vanishing-gradient problem, strengthen feature propagation, encourage feature reuse, and substantially reduce the number of parameters. We evaluate our proposed architecture on four highly competitive object recognition benchmark tasks. DenseNets obtain significant improvements over the state-of-the-art on most of them, whilst requiring less computation to achieve high performance.",NP,long,long text rendering
Text_Rendering,198,"Generate the first page of the paper from the following information: Title: Attention Is All You Need\nAuthor List: Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, Illia Polosukhin\nAbstract: The dominant sequence transduction models are based on complex recurrent or convolutional neural networks in an encoder-decoder configuration. The best performing models also connect the encoder and decoder through an attention mechanism. We propose a new simple network architecture, the Transformer, based solely on attention mechanisms, dispensing with recurrence and convolutions entirely. Experiments on two machine translation tasks show these models to be superior in quality while being more parallelizable and requiring significantly less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-to-German translation task, improving over the existing best results, including ensembles by over 2 BLEU. On the WMT 2014 English-to-French translation task, our model establishes a new single-model state-of-the-art BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction of the training costs of the best models from the literature.",NP,long,long text rendering
Text_Rendering,199,"Generate the first page of the paper from the following information: Title: You Only Look Once: Unified, Real-Time Object Detection\nAuthor List: Joseph Redmon, Santosh Divvala, Ross Girshick, Ali Farhadi\nAbstract: We present YOLO, a new approach to object detection. Prior work on object detection repurposes classifiers to perform detection. Instead, we frame object detection as a regression problem to spatially separated bounding boxes and associated class probabilities. A single neural network predicts bounding boxes and class probabilities directly from full images in one evaluation. Since the whole detection pipeline is a single network, it can be optimized end-to-end directly on detection performance. Our unified architecture is extremely fast. Our base YOLO model processes images in real-time at 45 frames per second. Finally, YOLO learns very general representations of objects. It outperforms all other detection methods, including DPM and R-CNN, by a wide margin when generalizing from natural images to artwork on both the Picasso Dataset and the People-Art Dataset.\n1. Introduction\nThe task of object detection, which involves both localizing and classifying objects in an image, has seen great progress in recent years.",NP,long,long text rendering
Knowledge_Reasoning,000,"Kindly illustrate a comparison chart displaying the heights of the world's five tallest peaks. Tips: Peaks, Heights, Comparative Chart",NP,short,geography
Knowledge_Reasoning,001,"Could you create a detailed map of the Siberian Basin that includes all contour lines? Tips: Siberian Basin, contour lines, topography.",NP,short,geography
Knowledge_Reasoning,002,"Create a monsoon climate map of Shanghai, China, and explain why the southeast wind blows in summer. Tips: Monsoon, Climate, Shanghai",NP,short,geography
Knowledge_Reasoning,003,"Give a diagram that depicts the reasons behind the formation of ocean currents. Let's explore the forces and factors that contribute to this natural phenomenon in a visually engaging way. Tips: Temperature difference, Earth's rotation, Wind patterns",NP,middle,geography
Knowledge_Reasoning,004,"Would you like to draw an infographic detailing the causes of earthquakes? Tips: Tectonic plates, Fault lines, Seismic waves.",NP,short,geography
Knowledge_Reasoning,005,"Show the picture of cross-section of the Earth. Tips: Mantle, Core, Crust.",NP,short,geography
Knowledge_Reasoning,006,"Draw a diagram showcasing the movements in plate tectonics. Tips: Continental drift, subduction zones, tectonic plates.",NP,short,geography
Knowledge_Reasoning,007,"The task is to explore creating a diagram that illustrates the expansion process of desertification. Tips: desertification, expansion, process.",NP,short,geography
Knowledge_Reasoning,008,"Explain the causes of global warming. Tips: greenhouse gases, fossil fuels, deforestation.",NP,short,geography
Knowledge_Reasoning,009,"Can you create a diagram that explains how monsoons form? Tips: Trade winds, thermal circulation, ocean temperatures.",NP,short,geography
Knowledge_Reasoning,010,"Draw a diagram of the relationship between crustal movement and mountain formation.Tips: tectonic plates, uplift, convergence",NP,short,geography
Knowledge_Reasoning,011,"Explore the volcanic eruption process by creating an educational diagram that demonstrates its stages. Tips: Magma chamber, Vent, Lava flow.",NP,short,geography
Knowledge_Reasoning,012,"Outline the process of glacier movement with a diagram. Tips: Ice flow, basal slip, accumulation.",NP,short,geography
Knowledge_Reasoning,013,"How about designing a diagram that illustrates how coral reefs are formed? Tips: coral polyps, limestone skeleton.",NP,short,geography
Knowledge_Reasoning,014,"Please sketch a schematic of the continental drift theory? Tips: Tectonic plates, Pangaea, Wegener.",NP,short,geography
Knowledge_Reasoning,015,"The task is to create a diagram that illustrates the factors contributing to the formation of deltas. Tips: Sediment deposition, river flow, coastal interaction",NP,short,geography
Knowledge_Reasoning,016,"Please show a diagram to depict the urban heat island phenomenon. Tips: temperature variation, urban areas, vegetation",NP,short,geography
Knowledge_Reasoning,017,"Let's illustrate a diagram that shows the formation of karst landforms. Tips: Limestone, Erosion, Caverns.",NP,short,geography
Knowledge_Reasoning,018,"Could you provide the structure of a wetland ecosystem for me? Tips: biodiversity, hydrology, vegetation.",NP,short,geography
Knowledge_Reasoning,019,"Would you create a diagram illustrating how tsunamis form? Tips: tectonic plates, underwater earthquakes, ocean waves.",NP,short,geography
Knowledge_Reasoning,020,"Take a moment to illustrate a cross-sectional view of China's three-step topographic ladder. Tips: Plateau, Basin, Plain.",NP,short,geography
Knowledge_Reasoning,021,"Show the process of groundwater circulation through a detailed diagram. Tips: Aquifers, Percolation, Recharge.",NP,short,geography
Knowledge_Reasoning,022,"Please present a map indicating the types and distribution of tectonic plate boundaries. Tips: tectonic plates, boundary types, distribution.",NP,short,geography
Knowledge_Reasoning,023,"Give a diagram that shows the processes of weathering and erosion. Tips: Sediment transport, rock breakdown, surface changes.",NP,short,geography
Knowledge_Reasoning,024,"Explore the connection by sketching a diagram that illustrates how ocean currents influence climate. Tips: Ocean circulation, temperature patterns, climate impact.",NP,short,geography
Knowledge_Reasoning,025,"Would you visualize a schematic diagram illustrating the flow of population migration? Tips: migration flow, schematic diagram, population movement.",NP,short,geography
Knowledge_Reasoning,026,"How about crafting a swimlane diagram to explain the TCP protocol handshake? Use each lane to represent the steps involved. Tips: SYN, ACK, FIN.",NP,short,computer science
Knowledge_Reasoning,027,"The task is to draw a logical diagram to depict a 'recursive function'. Tips: Recursion, Base case, Call stack.",NP,short,computer science
Knowledge_Reasoning,028,"Please illustrate a diagram demonstrating the quicksort algorithm in action. Tips: partition, recursive, pivot",NP,short,computer science
Knowledge_Reasoning,029,"Could you generate a graphic that compares the HTTP and HTTPS protocols? Tips: Encryption, Security, Port 443.",NP,short,computer science
Knowledge_Reasoning,030,"Can you create a network schematic diagram that represents an image generation model? Tips: Network Architecture, Image Synthesis, Model Components.",NP,short,computer science
Knowledge_Reasoning,031,"Let's outline an introduction chart of computer components. How about illustrating the essential parts of a computer setup by creating a detailed chart? Tips: hardware, peripherals, motherboard.",NP,short,computer science
Knowledge_Reasoning,032,"Can you depict a diagram illustrating how processes and threads are related within an operating system? Tips: Processes, Threads, Operating System.",NP,short,computer science
Knowledge_Reasoning,033,"Draw diagrams of common data structures such as linked lists, stacks, and queues. Tips: linked lists, diagrams, data structures.",NP,short,computer science
Knowledge_Reasoning,034,"Would you mind illustrating the binary tree traversal procedure with a diagram? Let's explore how this process unfolds visually. Tips: Binary Tree, Traversal, Diagram",NP,short,computer science
Knowledge_Reasoning,035,"Let's explore the task of constructing a diagram to draw the paging mechanism used in memory management. Tips: Paging, Memory Management, Diagram",NP,short,computer science
Knowledge_Reasoning,036,"Design a diagram that displays various hash table structures along with methods for resolving conflicts. Tips: Hashing, Collision resolution, Linear probing.",NP,short,computer science
Knowledge_Reasoning,037,"Could you draft a diagram to illustrate the fundamentals of a DDoS attack? Tips: Network congestion, Botnet, Traffic overload.",NP,short,computer science
